id,cons_12m,cons_gas_12m,cons_last_month,forecast_discount_energy,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,num_years_antig,pow_max,AVG_VARIABLE,AVG_FIXED,origin_up_MISSING,origin_up_ewxeelcelemmiwuafmddpobolfuxioce,origin_up_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_up_ldkssxwpmemidmecebumciepifcamkci,origin_up_lxidpiddsbxsbosboudacockeimpuepw,origin_up_usapbepcfoloekilkwsdiboslwaxobdp,channel_sales_MISSING,channel_sales_epumfxlbckeskwekxbiuasklxalciiuu,channel_sales_ewpakwlliwisiwduibdlfmalxowmwpci,channel_sales_fixdbufsefwooaasfcxdxadsiekoceaa,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,channel_sales_lmkebamcaaclubfxadlmueccxoimlema,channel_sales_sddiedcslfslkckwlfkdpoeeailfpeds,channel_sales_usilxuppasemubllopkaafesmlibmsdf,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,churn
cdcc2c363d5b34232082cee78776e59e,5162,0,0,0.0,24.33,24.33,1,5,13.86,0.0006,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0
b96aa3a8655203318c6b853dbdb0ceb7,88178,0,6094,0.0,32.88,32.88,1,6,33.0,0.0993363333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006195999999999993,0.16291560000000516,1.0
54a77b7ec412ca7133750d2cb2a24096,22333,0,2237,0.0,9.93,9.93,1,5,52.5,0.1000279999999999,27.15259,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.009830999999999993,0.0,0.0
0f7487e3c557be9c77570e11ce572454,31653,0,124,0.0,108.9,108.9,1,5,48.0,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
17e84c1bc19211777dfbb1cca8af94fc,463646,0,40551,0.0,11.04,11.04,1,3,33.0,0.0989613333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007016000000000008,0.16291560000000516,0.0
b664719a6cbb1966d9987c3f6ec6d209,10602,0,951,0.0,36.22,36.22,1,4,20.0,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
d8e589d515b7c905bb73eece1d8781d8,21553,0,0,0.0,19.28,19.28,1,3,10.392,0.148264,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.003400999999999904,0.17777879999999868,1.0
a20ef5d293e20e3d9e9f60cf2be3ce63,348859,0,53135,0.0,4.46,4.46,1,5,100.0,0.1018306666666666,27.043978,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.008161000000000002,3.600000006542814e-06,0.0
413f4bf21686876dd0d9a2bf0cc5ba1f,7314,0,1542,0.0,27.69,27.69,1,4,15.0,0.149831,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
3bd97d79feb083b315baa9545c76c84d,1129316,0,79977,0.0,2.46,2.46,1,4,19.72,0.1035636666666666,27.043978,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008160999999999904,3.600000006542814e-06,1.0
cb5171895e4a15e2c72cbbd7cf054cbf,11399,0,1105,24.0,37.56,37.56,1,5,12.5,0.1896689999999999,45.76092996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0007260000000000044,-1.1999999998124622e-06,0.0
b50576e9fd15d9fa7e550be0f19fbf9e,162691,0,18860,0.0,16.32,16.32,1,5,16.4,0.0989403333333333,27.043978,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007849999999999982,3.600000006542814e-06,0.0
063acc614e176cf9edb486d267a90097,158223,188601,17754,0.0,35.81,35.81,3,6,40.0,0.0990946666666666,27.15259,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.008497000000000005,0.16291560000000516,0.0
cd2ac5886d344c93b3a2358e4604e1fe,84410,186857,7891,0.0,0.7999999999999989,0.7999999999999989,4,4,17.25,0.1007876666666666,27.15259,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.005259,0.0,0.0
78b67084b27f0d33429985d7a1fd6258,2887,0,0,0.0,34.68,34.68,1,3,13.856,0.150214,44.26692996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.005149999999999988,-1.1999999998124622e-06,0.0
ac9b40690cdc78263fecc452bd92c227,8647,0,829,0.0,51.96,51.96,1,6,20.785,0.1000956666666666,27.0439788,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.006694999999999993,3.600000006542814e-06,0.0
4d4a8d5a884e49e2a8f7994b21a3cb18,10,0,0,0.0,21.52,21.52,1,5,13.2,0.1494835,44.35581996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0037669999999999926,0.17777879999999868,0.0
d26bcf1a3e3f6252b9812903f402dcf1,5682,0,0,0.0,23.76,23.76,1,5,10.392,0.1500039999999999,44.44470996,0,0,0,1,0,0,0,0,1,0,0,0,0,0,-0.002818000000000015,0.17777879999999868,0.0
d44fcb35df8f88e9032ad52678d060a3,1017579,187578,120936,0.0,47.0,47.0,2,5,29.7,0.0990148333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007801000000000002,0.16291560000000516,0.0
327e887296aa77019b4954c6bb0a8cc3,16605,227049,2000,0.0,24.72,24.72,2,6,16.5,0.1004966666666666,27.15259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.006191999999999989,0.16291560000000516,0.0
6f062ee9f3f8b2a404078abb4cd85510,2502,0,0,0.0,22.52,22.52,1,4,13.856,0.1494835,44.35581996,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.0037669999999999926,0.17777879999999868,0.0
9cdfb70886ecb55f8a8620af8a99a722,92718,0,7895,0.0,14.94,14.94,2,6,55.0,0.0984371666666666,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.010090999999999989,0.16291560000000516,0.0
d8711ce9aef0a42cf24b1e65da32fe3f,597,0,0,0.0,20.54,20.54,1,6,10.392,0.12575675,44.26692996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.008664000000000005,-1.1999999998124622e-06,0.0
215fcb61cd9905b5e605b292666975d9,64516,21201,3764,0.0,22.44,22.44,2,3,15.001,0.1022373333333333,27.15259,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.006108000000000002,0.0,1.0
33e5a46305e282aef856ef00fee02e2c,67923,14693,4898,0.0,19.92,19.92,2,3,20.0,0.0960499999999999,27.043978,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006461000000000092,3.600000006542814e-06,0.0
270835591aad4b5231d23fb7bdcd3bcf,6383,0,1116,0.0,34.68,34.68,1,6,13.856,0.14964,44.26692996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.006297999999999998,-1.1999999998124622e-06,0.0
d766f436878bdf7c211ad1546e4357e9,7042,0,0,0.0,22.89,22.89,1,4,13.856,0.1509225,45.10581996,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-0.003044999999999992,1.6777787999999987,0.0
38ff1f75487719c54ba3d4a46f9ee244,19704,45795,1466,0.0,60.84,60.84,3,5,25.0,0.1009591666666666,27.043978,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-0.006418000000000007,3.600000006542814e-06,0.0
a29ad433a1585b364e5485ec55b6bbc3,15803,0,0,0.0,37.56,37.56,1,6,15.0,0.149704,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.002818000000000015,0.17777879999999868,0.0
be272db990d3604a49a54887dfa904f4,10930,0,3227,0.0,14.57,14.57,1,7,10.35,0.128323,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0024109999999999965,0.17777879999999868,0.0
6187a71186583ed2457d182b00b632c5,15150,0,4700,0.0,29.76,29.76,1,3,14.49,0.1277077499999999,44.44470996,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0035210000000001074,0.17777879999999868,0.0
6ae7e4a3bdf96abb7783b342378ca5fc,3251,0,0,0.0,10.08,10.08,1,5,10.392,0.1494835,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0037669999999999926,0.17777879999999868,0.0
cfc1377e09c9866fae771bb4180f026a,4077,0,668,0.0,15.5,15.5,1,6,11.0,0.146583,44.35581996,0,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.006669000000000008,0.17777879999999868,0.0
d4a84ff4ec620151ef05bdef0cf27eab,16163,0,1474,0.0,12.9,12.9,1,6,20.7,0.0990148333333333,27.098284,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.007801000000000002,0.16291560000000516,0.0
1d4a665170914d996d3fb78069495516,51558,0,0,0.0,4.83,4.83,2,3,10.35,0.124377,44.44470996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.006187999999999999,0.17777879999999868,1.0
e91f386614c13becdf81cc47fadfa2a2,1750,0,64,0.0,37.39,37.39,1,4,16.5,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.006756000000000012,0.16291560000000516,0.0
b5159f09fc3592f49048683fb75629da,51774,0,4095,0.0,23.66,23.66,1,4,26.4,0.1022373333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008497000000000005,0.16291560000000516,0.0
c0465e0147cc1faf14e8793a14c92cd2,38268,0,3598,0.0,23.99,23.99,1,5,50.0,0.0984343333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008961999999999998,0.16291560000000516,0.0
3c52cd186c318638296ed093e9cdf412,84527,0,5925,0.0,25.44,25.44,1,4,21.04,0.1003713333333333,27.15259,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.008298,0.0,1.0
0acfc92892cc39bb48fb3398a8cda11f,8345,0,0,0.0,27.52,27.52,1,6,13.3,0.146174,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0004880000000000162,0.17777879999999868,0.0
f1f24e9f048478c6d41fa05795b1d424,1540,43,21,0.0,42.48,42.48,2,6,17.0,0.1015323333333333,27.15259,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.009528000000000009,0.16291560000000516,1.0
471f25ae25f8c42dbfae0bc1e76c1cd3,1644,0,0,28.0,48.6,48.6,1,4,13.856,0.1896689999999999,45.76092996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.004461999999999994,-1.1999999998124622e-06,0.0
e0b40169a9075474ca8bddab6d490484,4527,0,0,0.0,21.48,21.48,1,4,10.392,0.1494239999999999,44.44470996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.003398000000000012,0.17777879999999868,0.0
3133a89333b09b9eaf541818eabf5c93,3875,0,0,0.0,17.62,17.62,1,6,12.5,0.1484994999999999,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
9d566b80c46439fb4fa5d9c8eaa51f7e,8011,0,911,0.0,37.39,37.39,1,6,16.5,0.1004966666666666,27.15259,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.006191999999999989,0.16291560000000516,0.0
c30e2e4d0abce6b4db1d0280778d04d4,6569,0,1114,0.0,26.04,26.04,1,4,10.392,0.1491194999999999,44.26692996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.003987000000000102,-1.1999999998124622e-06,0.0
599a07e92a3980ae637d36cd6111045f,1175,0,177,0.0,26.04,26.04,1,6,10.392,0.1473094999999999,44.35581996,0,0,1,0,0,0,1,0,0,0,0,0,0,0,-0.0045469999999999955,0.17777879999999868,0.0
ac9033ee1d6056f4ac827d79bedcc72d,8369,0,936,0.0,34.68,34.68,1,5,13.84,0.1171585,44.26692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0045580000000000065,-1.1999999998124622e-06,0.0
900937b8062eaec84aa1e5f16cdfe57d,15295,0,1807,0.0,31.32,31.32,1,4,17.320999999999998,0.1039786666666666,27.15259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.006756000000000012,0.16291560000000516,0.0
99158224050f70b152be49f14f86686b,18262,0,1513,0.0,32.48,32.48,1,4,20.0,0.1032733333333333,27.15259,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.006053000000000086,0.16291560000000516,0.0
6a4526450ca4ee8a2cd6709b2a627c8d,7921,0,2037,0.0,18.62,18.62,1,7,13.2,0.1484994999999999,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0034229999999998983,0.17777879999999868,0.0
da81ccd181f3283287a174f4eca547de,52988,24114,9573,0.0,10.84,10.84,2,4,12.5,0.146936,44.35581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.0037780000000000036,0.17777879999999868,0.0
bd265cf7f018d2bea11e0cae69b493f1,1616,0,0,0.0,10.03,10.03,1,6,10.35,0.122091,44.35581996,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.0024109999999999965,0.17777879999999868,0.0
2c8177dd04a8d4760c8ae4630d5db435,916711,0,66423,0.0,19.2,19.2,1,6,10.392,0.1486414999999999,44.35581996,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.0045580000000000065,-1.1999999998124622e-06,0.0
3beb7a9262b1e77bdd8520a546e7a579,2274,0,391,0.0,30.98,30.98,1,3,15.0,0.149831,44.44470996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.005532999999999982,0.17777879999999868,0.0
7e6b8140b261e49bd1f6bfa03266355d,5759,0,365,0.0,18.99,18.99,1,6,11.504,0.1290744999999999,45.10581996,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-0.0014959999999999973,1.6777787999999987,0.0
8a03a1cb07e0c84dc84f9832eae4d23f,50538,0,4168,0.0,18.96,18.96,1,6,19.0,0.0985769999999999,27.15259,0,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.010181999999999983,0.16291560000000516,0.0
fdfe279dd0446c30e15ecfab16b9002b,2769,0,0,0.0,18.12,18.12,1,4,10.4,0.1509225,45.10581996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.003044999999999992,1.6777787999999987,0.0
cf6526ff2524fb9a3663f8fca1bdf6c3,2958,0,0,0.0,28.02,28.02,1,6,13.856,0.148196,45.35582016,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.005617120000000003,2.1777792000000034,0.0
882b924b96a0a422a5930cc87673051e,1366,0,341,30.0,46.32,46.32,1,4,13.2,0.1667354999999999,45.01392996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.003034000000000009,-1.1999999998124622e-06,0.0
0b0da18e644bac389ba02ab23e1487ed,5994,0,800,0.0,25.46,25.46,1,4,17.2,0.0989613333333333,27.2649508,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.007016000000000008,0.4962492000000083,1.0
88cb009b746ab1b9a55dc5efcd1cc733,10,0,0,0.0,35.59,35.59,1,6,26.3,0.1004583333333333,27.098284,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.01185,0.16291560000000516,0.0
778ddcb8f3092f5b501e7ae19ce228f3,2288838,0,237044,0.0,21.24,21.24,1,6,11.5,0.149831,44.44470996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0037669999999999926,0.17777879999999868,0.0
0019baf3ed1242cd99b3cb592030446f,528,0,150,0.0,197.28,197.28,1,3,13.15,0.277355,59.20692996,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.11886899999999997,14.939998799999998,1.0
616018ccf121480488737b3823361d1a,4043,14289,357,0.0,29.85,29.85,2,3,16.5,0.1016193333333333,27.098284,0,0,0,0,1,0,0,0,0,0,0,0,0,1,-0.009528000000000009,0.16291560000000516,0.0
c84ec3bd5e20182784b1b971be72c299,50243,28066,0,0.0,27.32,27.32,3,5,13.2,0.1508169999999999,44.44470996,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-0.0045469999999999955,0.17777879999999868,0.0
